Date,pizza_name_The Big Meat Pizza,pizza_name_The Brie Carre Pizza,pizza_name_The Calabrese Pizza,pizza_name_The California Chicken Pizza,pizza_name_The Chicken Alfredo Pizza,pizza_name_The Chicken Pesto Pizza,pizza_name_The Classic Deluxe Pizza,pizza_name_The Five Cheese Pizza,pizza_name_The Four Cheese Pizza,pizza_name_The Greek Pizza,pizza_name_The Green Garden Pizza,pizza_name_The Hawaiian Pizza,pizza_name_The Italian Capocollo Pizza,pizza_name_The Italian Supreme Pizza,pizza_name_The Italian Vegetables Pizza,pizza_name_The Mediterranean Pizza,pizza_name_The Mexicana Pizza,pizza_name_The Napolitana Pizza,pizza_name_The Pepper Salami Pizza,pizza_name_The Pepperoni Pizza,"pizza_name_The Pepperoni, Mushroom, and Peppers Pizza",pizza_name_The Prosciutto and Arugula Pizza,pizza_name_The Sicilian Pizza,pizza_name_The Soppressata Pizza,pizza_name_The Southwest Chicken Pizza,pizza_name_The Spicy Italian Pizza,pizza_name_The Spinach Pesto Pizza,pizza_name_The Spinach Supreme Pizza,pizza_name_The Spinach and Feta Pizza,pizza_name_The Thai Chicken Pizza,pizza_name_The Vegetables + Vegetables Pizza
2016-01-01,13.502698301318834,22.908730848268448,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.722178917737377,17.477333174168134,19.224325521679397,14.495125897863629,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.36071305913582,17.477333174168134,17.630015766094278,13.84690509869729,14.37696677719832,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,16.763969617336322,16.902937131695104,16.855559051398078,18.570742421461777,16.878007644303448
2016-01-02,13.502698301318834,22.908730848268448,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.722178917737377,17.477333174168134,19.224325521679397,14.326650047388235,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.36071305913582,17.477333174168134,17.630015766094278,13.84690509869729,14.37696677719832,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,16.902937131695104,16.855559051398078,18.570742421461777,16.878007644303448
2016-01-03,13.502698301318834,23.43683316081549,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.63325981205743,17.477333174168134,18.72873197351804,14.824534202485612,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.187636923862655,17.477333174168134,17.630015766094278,13.09813749689391,14.37696677719832,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,16.902937131695104,16.855559051398078,18.570742421461777,16.878007644303448
2016-01-04,13.502698301318834,23.03352306013707,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.630913499132003,17.477333174168134,19.0523066230608,14.996280033219891,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.187636923862655,17.477333174168134,17.630015766094278,13.09813749689391,14.144265722091355,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,17.194795491719347,16.855559051398078,18.320501370155366,16.878007644303448
2016-01-05,13.502698301318834,23.03352306013707,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.722178917737377,17.477333174168134,19.367733045909915,14.996280033219891,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.187636923862655,17.477333174168134,17.630015766094278,13.09813749689391,14.144265722091355,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,16.902937131695104,16.855559051398078,18.570742421461777,16.878007644303448
2016-01-06,13.502698301318834,23.03352306013707,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.722178917737377,17.477333174168134,19.367733045909915,14.813190221828016,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.187636923862655,17.477333174168134,17.630015766094278,13.09813749689391,14.37696677719832,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,16.902937131695104,16.855559051398078,18.570742421461777,16.878007644303448
2016-01-07,13.502698301318834,23.209883001966208,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.889189300043597,17.477333174168134,19.367733045909915,14.813190221828016,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.187636923862655,17.477333174168134,17.630015766094278,13.09813749689391,14.37696677719832,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,16.902937131695104,16.855559051398078,18.570742421461777,16.878007644303448
2016-01-08,13.183947339166483,23.128969120478825,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.889189300043597,17.477333174168134,19.630804934703804,14.824534202485612,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.187636923862655,17.477333174168134,17.630015766094278,13.09813749689391,14.37696677719832,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,16.902937131695104,16.855559051398078,18.570742421461777,16.878007644303448
2016-01-09,13.183947339166483,23.001925781424763,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.889189300043597,17.477333174168134,19.630804934703804,14.824534202485612,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.187636923862655,17.477333174168134,17.630015766094278,13.09813749689391,14.37696677719832,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,16.902937131695104,16.855559051398078,18.570742421461777,16.83351274132188
2016-01-10,13.183947339166483,23.001925781424763,17.477333174168134,17.92040772792395,17.477333174168134,17.477333174168134,16.397625963878642,18.80027019436365,17.477333174168134,19.20859664349327,14.824534202485612,14.209943159901552,17.713061075136018,17.96186465163753,16.876444717092955,17.477333174168134,18.187636923862655,17.477333174168134,17.630015766094278,13.09813749689391,14.37696677719832,17.477333174168134,16.93157143957411,17.477333174168134,18.07669854384582,18.290468619938732,17.189246197898182,16.902937131695104,16.855559051398078,18.570742421461777,16.83351274132188
